price_id,stock_id,price_date,open_price,close_price,high_price,low_price,volume
97,1,2022-05-20,136.4785,135.0066,138.0582,130.1201,137426100
98,1,2022-05-23,135.2029,140.423,140.5702,135.0655,117726300
99,1,2022-05-24,138.1662,137.7246,139.3044,134.7515,104132700
100,1,2022-05-25,135.8309,137.8817,139.1278,135.7426,92482700
101,1,2022-05-26,134.8104,141.0804,141.6299,134.5651,90601500
102,1,2022-05-27,142.6602,146.8304,146.8696,142.5326,90978500
103,1,2022-05-31,146.2711,146.0454,147.8312,144.0829,103718400
104,1,2022-06-01,147.0855,145.9178,148.891,144.9072,74286600
105,1,2022-06-02,145.0543,148.3709,148.4298,144.1025,72348100
106,1,2022-06-03,144.1418,142.6504,145.1917,141.7476,88570300
107,1,2022-06-06,144.2694,143.3961,145.7805,142.1794,71598400
108,1,2022-06-07,141.6397,145.9178,146.2024,141.3944,67808200
109,1,2022-06-08,145.7903,145.1819,147.0561,144.6913,53950200
110,1,2022-06-09,144.3184,139.9618,145.1721,139.8539,69473000
111,1,2022-06-10,137.6461,134.5553,138.1171,134.4866,91437900
112,1,2022-06-13,130.3753,129.4039,132.6615,128.9721,122207100
113,1,2022-06-14,130.6304,130.2673,131.3761,129.0113,84784300
114,1,2022-06-15,131.7686,132.8872,134.7613,129.6786,91533000
115,1,2022-06-16,129.6001,127.618,129.9042,126.6171,108123900
116,1,2022-06-17,127.6279,129.0899,130.5813,127.3727,134520300
117,1,2022-06-21,130.9149,133.3189,134.4865,130.8168,81000500
118,1,2022-06-22,132.2592,132.8087,135.1734,131.3957,73409200
119,1,2022-06-23,134.2511,135.6739,135.9879,133.0834,72433800
120,1,2022-06-24,137.2732,139.0002,139.2455,137.1457,89116800
121,1,2022-06-27,140.0207,139.0002,140.7958,138.3232,70207900
122,1,2022-06-28,139.4614,134.8594,140.7272,134.7417,67083400
123,1,2022-06-29,134.8791,136.6158,138.0288,134.1039,66242400
124,1,2022-06-30,134.673,134.153,135.772,131.2584,98964500
125,1,2022-07-01,133.4857,136.3215,136.4294,133.1129,71051600
126,1,2022-07-05,135.1832,138.9021,138.9511,134.359,73353800
127,1,2022-07-06,138.696,140.2365,141.414,138.4311,74064300
128,1,2022-07-07,140.5996,143.6021,143.7984,140.5897,66253700
129,1,2022-07-08,142.5326,144.2792,144.7796,142.2775,64547800
130,1,2022-07-11,142.9349,142.1499,143.8867,141.0804,63141600
131,1,2022-07-12,143.0232,143.1213,145.6627,142.3265,77588800
132,1,2022-07-13,140.3053,142.7583,143.7003,139.4516,71185600
133,1,2022-07-14,141.3748,145.6823,146.1533,140.5603,78140700
134,1,2022-07-15,146.9678,147.3504,148.0275,145.4174,76259900
135,1,2022-07-18,147.9097,144.3086,148.7241,143.9456,81420900
136,1,2022-07-19,145.1427,148.1648,148.3905,144.1516,82982400
137,1,2022-07-20,148.2826,150.1665,150.8337,147.5466,64823400
138,1,2022-07-21,151.5991,152.4332,152.649,149.0872,65086600
139,1,2022-07-22,152.4724,151.1968,153.3457,150.5296,66675400
140,1,2022-07-25,151.1183,150.0782,152.129,149.4208,53623900
141,1,2022-07-26,149.4012,148.7536,150.2156,147.9686,55138700
142,1,2022-07-27,149.7152,153.8461,154.376,149.303,78620700
143,1,2022-07-28,154.0325,154.3956,154.6801,151.5108,81378700
144,1,2022-07-29,158.2126,159.4587,160.5577,156.5053,101786900
145,1,2022-08-01,157.9869,158.4775,160.5184,157.8691,67829400
146,1,2022-08-02,157.094,157.0057,159.3606,156.6328,59907000
147,1,2022-08-03,157.8201,163.0108,163.4621,157.7318,82507500
148,1,2022-08-04,162.893,162.6968,164.0509,161.3427,55474100
149,1,2022-08-05,160.3681,162.4708,162.9621,160.1617,56697000
150,1,2022-08-08,163.473,161.9991,164.8879,161.3408,60276900
151,1,2022-08-09,161.1639,162.0483,162.9326,160.4073,63135500
152,1,2022-08-10,164.7602,166.293,166.3913,163.9938,70170500
153,1,2022-08-11,167.0987,165.5561,168.0126,165.2613,57149200
154,1,2022-08-12,166.863,169.1033,169.172,166.4503,68039400
155,1,2022-08-15,168.5333,170.1742,170.3708,168.3663,54091700
156,1,2022-08-16,169.7714,170.017,170.6852,168.6709,56377100
157,1,2022-08-17,169.7615,171.5105,173.0827,169.565,79542000
158,1,2022-08-18,170.7245,171.1175,171.8545,170.1055,62290100
159,1,2022-08-19,170.017,168.5333,170.7147,168.327,70346300
160,1,2022-08-22,166.7352,164.6521,166.9022,164.2296,69026800
161,1,2022-08-23,164.1706,164.318,165.7723,163.7481,54147100
162,1,2022-08-24,164.4065,164.6128,165.1827,163.3551,53841500
163,1,2022-08-25,165.8411,167.0693,167.1774,165.4186,51218200
164,1,2022-08-26,167.5999,160.7709,168.0715,160.7119,78961000
165,1,2022-08-29,158.3439,158.5699,160.0634,157.0371,73314000
166,1,2022-08-30,159.3069,156.1429,159.7294,154.9736,77906200
167,1,2022-08-31,157.5186,154.4824,157.7839,154.4038,87991100
168,1,2022-09-01,153.9125,155.2095,155.6615,151.9768,74229900
169,1,2022-09-02,156.9683,153.0969,157.5677,152.2715,76957800
170,1,2022-09-06,153.7454,151.8392,154.3546,151.0138,73714800
171,1,2022-09-07,152.1241,153.2443,153.9419,150.9352,87449600
172,1,2022-09-08,151.9472,151.7704,153.6373,150.0214,84923800
173,1,2022-09-09,152.7629,154.6298,155.0719,152.0554,68028800
174,1,2022-09-12,156.8111,160.5842,161.3997,156.5261,104956000
175,1,2022-09-13,157.1157,151.1612,157.7445,150.6994,122656600
176,1,2022-09-14,152.0946,152.6056,154.3644,150.9352,87965400
177,1,2022-09-15,151.9571,149.7168,152.5368,148.744,90481100
178,1,2022-09-16,148.577,148.0759,148.7146,145.7865,162278800
179,1,2022-09-19,146.7101,151.79,151.8686,146.5037,81474200
180,1,2022-09-20,150.7289,154.1679,155.3274,150.4144,107689800
181,1,2022-09-21,154.6002,151.0433,155.9759,150.9254,101696800
182,1,2022-09-22,149.7266,150.0804,151.7802,148.2822,86652500
183,1,2022-09-23,148.5574,147.8106,148.8325,145.9732,96029900
184,1,2022-09-26,147.054,148.1446,151.0924,147.0343,93339400
185,1,2022-09-27,150.0804,149.1174,152.0259,147.3389,84442700
186,1,2022-09-28,145.0691,147.2308,148.0169,142.3179,146691400
187,1,2022-09-29,143.556,139.999,144.1652,138.2303,128138200
188,1,2022-09-30,138.8199,135.7935,140.6082,135.597,124925300
189,1,2022-10-03,135.8034,139.9695,140.5787,135.2924,114311700
190,1,2022-10-04,142.5046,143.556,143.6739,141.748,87830100
191,1,2022-10-05,141.5613,143.8507,144.8137,140.5198,79471000
192,1,2022-10-06,143.271,142.8976,144.9709,142.6913,68402200
193,1,2022-10-07,140.058,137.6506,140.6082,137.0218,85925600
194,1,2022-10-10,137.9749,137.9749,139.4193,136.1571,74899000
195,1,2022-10-11,137.4639,136.56,138.8887,135.8132,77033700
196,1,2022-10-12,136.7074,135.9311,137.9159,135.7542,70433700
197,1,2022-10-13,132.6394,140.5001,141.0897,132.0302,113224000
198,1,2022-10-14,141.7971,135.9704,142.0035,135.7837,88598000
199,1,2022-10-17,138.6136,139.9303,140.4117,137.8275,85250900
200,1,2022-10-18,142.9565,141.2468,144.1455,138.1615,99136600
201,1,2022-10-19,139.2227,141.3549,142.426,139.036,61758300
202,1,2022-10-20,140.5296,140.8932,143.3496,140.166,64522000
203,1,2022-10-21,140.3822,144.7056,145.2755,140.166,86548600
204,1,2022-10-24,144.627,146.8476,147.614,143.4577,75981900
205,1,2022-10-25,147.4765,149.6873,149.8347,146.7592,74732300
206,1,2022-10-26,148.3314,146.7494,149.3434,145.4622,88194300
207,1,2022-10-27,145.4917,142.2786,146.4546,141.6203,109180200
208,1,2022-10-28,145.6194,153.0281,154.7575,145.246,164762400
209,1,2022-10-31,150.493,150.6699,151.5542,149.2746,97943200
210,1,2022-11-01,152.3796,148.0267,152.7432,146.5332,80379300
211,1,2022-11-02,146.3563,142.5046,149.5203,142.4751,93604600
212,1,2022-11-03,139.5863,136.4617,140.3134,136.334,97918500
213,1,2022-11-04,139.8474,136.196,140.4183,132.2591,140814800
214,1,2022-11-07,134.946,136.7274,136.9538,133.5287,83374600
215,1,2022-11-08,138.1939,137.2983,139.1978,135.32,89908500
216,1,2022-11-09,136.314,132.7413,136.3633,132.4658,74917800
217,1,2022-11-10,139.0108,144.5519,144.5519,137.2983,118854000
218,1,2022-11-11,143.5185,147.3373,147.6424,142.0914,93979700
219,1,2022-11-14,146.6188,145.9397,147.9081,145.1031,73374100
220,1,2022-11-15,149.8175,147.6719,151.1659,146.2153,89868300
221,1,2022-11-16,146.7763,146.4417,147.5046,144.9653,64218300
222,1,2022-11-17,144.1189,148.3412,149.0892,143.8433,80389400
223,1,2022-11-18,149.9061,148.9022,150.29,147.603,74829600
224,1,2022-11-21,147.79,145.674,147.9967,145.3885,58724100
225,1,2022-11-22,145.7921,147.8097,148.0459,144.611,51804100
226,1,2022-11-23,147.0912,148.6857,149.4337,146.983,58301400
227,1,2022-11-25,145.9692,145.7724,146.5303,144.798,35195900
228,1,2022-11-28,142.8493,141.9438,144.3256,141.117,69246000
229,1,2022-11-29,142.0126,138.9419,142.5244,138.1348,83763800
230,1,2022-11-30,139.1683,145.6936,146.3727,138.3317,111380900
231,1,2022-12-01,145.8708,145.9692,146.7763,144.2961,71250400
232,1,2022-12-02,143.6563,145.4771,145.6641,143.3512,65447400
233,1,2022-12-05,145.4378,144.3158,148.5381,143.4693,68826400
234,1,2022-12-06,144.7488,140.6545,144.9752,139.6801,64727200
235,1,2022-12-07,139.9458,138.7156,141.1072,137.7904,69721100
236,1,2022-12-08,140.1131,140.3986,141.2548,138.873,62128300
237,1,2022-12-09,140.0934,139.9163,143.2725,138.6762,76097000
238,1,2022-12-12,140.4478,142.2095,142.2194,138.8337,70462700
239,1,2022-12-13,147.1405,143.1741,147.603,141.9635,93886200
240,1,2022-12-14,143.0559,140.9497,144.3453,138.9321,82291200
241,1,2022-12-15,138.8829,134.3456,139.562,133.883,98931900
242,1,2022-12-16,134.5326,132.387,135.4775,131.6193,160156900
243,1,2022-12-19,132.9776,130.2808,133.0662,129.2474,79592600
244,1,2022-12-20,129.3163,130.2119,131.1469,127.8399,77432800
245,1,2022-12-21,130.8812,133.3122,134.6508,130.6548,85928000
246,1,2022-12-22,132.2296,130.143,132.4362,128.2435,77852100
247,1,2022-12-23,128.8537,129.7789,130.33,127.5939,63814900
248,1,2022-12-27,129.3065,127.9778,129.336,126.6884,69007800
249,1,2022-12-28,127.6234,124.0507,128.962,123.8834,85438400
250,1,2022-12-29,125.9699,127.5644,128.4206,125.7141,75703700
251,1,2022-12-30,126.3833,127.8793,127.899,125.4188,77034200
252,1,2023-01-03,128.2238,123.096,128.834,122.2102,112117500
253,1,2023-01-04,124.8873,124.3657,126.6294,123.1059,89113600
254,1,2023-01-05,125.1235,123.0468,125.7534,122.7909,80962700
255,1,2023-01-06,124.0212,127.5742,128.2336,122.9189,87754700
256,1,2023-01-09,128.4108,128.0958,131.3044,127.8399,70790800
257,1,2023-01-10,128.2041,128.6667,129.1883,126.0979,63896200
258,1,2023-01-11,129.1785,131.3831,131.4028,128.4009,69458900
259,1,2023-01-12,131.767,131.3044,132.141,129.3655,71379600
260,1,2023-01-13,129.9462,132.6331,132.7906,129.582,57809700
261,1,2023-01-17,132.702,133.7945,135.1232,132.0131,63646600
262,1,2023-01-18,134.6606,133.076,136.4223,132.8988,69672800
263,1,2023-01-19,131.9638,133.1351,134.0996,131.6587,58280400
264,1,2023-01-20,133.1449,135.694,135.8416,132.1016,80223600
265,1,2023-01-23,135.94,138.8829,141.058,135.7235,81760300
266,1,2023-01-24,138.0955,140.2805,140.9005,138.0857,66435100
267,1,2023-01-25,138.6663,139.621,140.182,136.6191,65799300
268,1,2023-01-26,140.9103,141.6879,141.9733,139.6604,54105100
269,1,2023-01-27,140.9005,143.6268,144.9063,140.8218,70555800
270,1,2023-01-30,142.6721,140.743,143.2528,140.5954,64015300
271,1,2023-01-31,140.4478,142.0127,142.0619,140.0344,65874500
272,1,2023-02-01,141.6977,143.1347,144.296,139.0895,77663600
273,1,2023-02-02,146.5499,148.4396,148.7939,145.8314,118339000
274,1,2023-02-03,145.6937,152.0615,154.8961,145.4968,154357300
275,1,2023-02-06,150.162,149.3352,150.6836,148.4002,69858300
276,1,2023-02-07,148.2625,152.2092,152.78,148.2625,83322600
277,1,2023-02-08,151.4513,149.5222,152.1403,148.7841,64120100
278,1,2023-02-09,151.3529,148.4888,151.8942,148.0459,56007100
279,1,2023-02-10,147.3257,148.8535,149.1788,147.0891,57450700
280,1,2023-02-13,148.7944,151.653,152.0571,148.7648,62199000
281,1,2023-02-14,149.9477,151.0122,151.5741,148.7057,61707600
282,1,2023-02-15,150.9235,153.1118,153.2794,150.6968,65573800
283,1,2023-02-16,151.3178,151.515,154.0976,151.1601,68167900
284,1,2023-02-17,150.1744,150.3716,150.8151,148.6958,59144100
285,1,2023-02-21,148.0551,146.3597,149.1394,146.2907,58867200
286,1,2023-02-22,146.7441,146.7836,147.8087,145.0585,51011300
287,1,2023-02-23,147.9467,147.2665,148.1931,145.1374,48394200
288,1,2023-02-24,145.0092,144.6149,145.0881,143.6391,55469600
289,1,2023-02-27,145.6007,145.8077,147.0398,145.3444,44998500
290,1,2023-02-28,144.9501,145.3049,146.9511,144.7332,50547000
291,1,2023-03-01,144.7332,143.2349,145.1275,142.9392,55479000
292,1,2023-03-02,142.3182,143.8264,144.6149,141.845,52238100
293,1,2023-03-03,145.9259,148.8732,148.9521,145.2261,70732300
294,1,2023-03-06,151.5938,151.6333,154.068,151.2685,87558000
295,1,2023-03-07,151.5051,149.4351,151.8304,148.9718,56182000
296,1,2023-03-08,150.6278,150.687,151.2784,149.6618,47204800
297,1,2023-03-09,151.3671,148.4395,152.3331,148.0847,53833600
298,1,2023-03-10,148.065,146.3794,148.7845,145.5021,68572400
299,1,2023-03-13,145.6992,148.3213,150.9531,145.5908,84457100
300,1,2023-03-14,149.1197,150.4109,151.2094,147.9565,73695900
301,1,2023-03-15,149.031,150.8053,151.0615,147.7791,77167900
302,1,2023-03-16,149.9871,153.6244,154.2257,149.4745,76161100
303,1,2023-03-17,153.8512,152.7866,154.5017,152.0769,98944600
304,1,2023-03-20,152.8556,155.1523,155.5663,151.9487,73641400
305,1,2023-03-21,155.0735,157.0055,157.1237,154.3046,73938300
306,1,2023-03-22,157.0252,155.5761,159.8246,155.5564,75701800
307,1,2023-03-23,156.5619,156.6605,159.2431,155.4283,67622100
308,1,2023-03-24,156.5914,157.9616,158.0503,155.5959,59196500
309,1,2023-03-27,157.656,156.0197,158.4742,155.6156,52390300
310,1,2023-03-28,155.7141,155.3987,156.2267,153.7526,45992200
311,1,2023-03-29,157.0942,158.4742,158.7502,157.0744,51305700
312,1,2023-03-30,159.2233,160.0415,160.1499,158.967,49501700
313,1,2023-03-31,160.1203,162.5452,162.6438,159.5979,68749800
314,1,2023-04-03,161.9242,163.797,163.9153,161.8749,56976200
315,1,2023-04-04,164.2209,163.2648,164.4575,162.7522,46278300
316,1,2023-04-05,162.3875,161.4214,162.693,159.4894,51511700
317,1,2023-04-06,160.1104,162.3086,162.6043,159.6866,45390100
318,1,2023-04-10,159.1149,159.7162,159.7162,157.7941,47716900
319,1,2023-04-11,160.0316,158.5038,160.0415,158.2179,47644200
320,1,2023-04-12,158.9178,157.8138,159.7458,157.4983,50133100
321,1,2023-04-13,159.3219,163.1958,163.4323,159.1149,68445600
322,1,2023-04-14,162.2396,162.8508,163.9449,161.4806,49386500
323,1,2023-04-17,162.7324,162.8704,163.0282,161.6876,41516200
324,1,2023-04-18,163.728,164.0927,165.0193,163.2844,49923000
325,1,2023-04-19,163.4323,165.2362,165.7586,163.176,47720200
326,1,2023-04-20,163.7182,164.2702,165.4728,163.1958,52456400
327,1,2023-04-21,162.6931,162.6635,164.0731,162.1411,58337300
328,1,2023-04-24,162.6438,162.969,163.2352,161.5496,41949600
329,1,2023-04-25,162.831,161.4313,163.935,161.3919,48714100
330,1,2023-04-26,160.7314,161.4214,162.9197,160.4752,45498800
331,1,2023-04-27,162.8311,166.0051,166.1529,162.8311,64902300
332,1,2023-04-28,166.0839,167.2569,167.4245,165.4826,55275900
333,1,2023-05-01,166.8626,167.1682,168.0159,166.2318,52472900
334,1,2023-05-02,167.6611,166.1332,167.9174,165.1475,48425700
335,1,2023-05-03,167.0795,165.0588,168.4792,164.7729,65136000
336,1,2023-05-04,162.5353,163.4225,164.6546,161.9636,81235400
337,1,2023-05-05,168.5384,171.0914,171.811,168.3215,113453200
338,1,2023-05-08,170.0169,171.0224,171.3674,169.6522,55962800
339,1,2023-05-09,170.5788,169.3171,171.0618,169.1495,45326900
340,1,2023-05-10,170.5492,171.0815,171.5448,169.4452,53724500
341,1,2023-05-11,171.3674,171.2688,172.0968,169.7114,49514700
342,1,2023-05-12,171.3774,170.3409,171.8117,168.7912,45533100
343,1,2023-05-15,170.9233,169.8474,170.9727,169.2551,37266700
344,1,2023-05-16,169.7684,169.8474,170.9036,169.5809,42110300
345,1,2023-05-17,169.4921,170.4594,170.6963,168.2187,57951600
346,1,2023-05-18,170.7654,172.7889,172.9765,170.3508,65496700
347,1,2023-05-19,174.1116,172.8975,174.1116,172.6803,55809500
348,1,2023-05-22,171.7327,171.9499,172.4533,171.2096,43570900
349,1,2023-05-23,170.8937,169.344,171.1405,169.0676,50747300
350,1,2023-05-24,168.8801,169.6204,170.1929,168.3174,45143500
351,1,2023-05-25,170.183,170.7555,171.6538,169.4723,56058300
352,1,2023-05-26,171.0813,173.164,173.4996,170.874,54835000
353,1,2023-05-30,174.6743,175.0099,176.678,174.2893,55964400
354,1,2023-05-31,175.0395,174.9605,177.0334,174.4768,99625300
355,1,2023-06-01,175.4047,177.7638,177.7934,174.6446,68901800
356,1,2023-06-02,178.6917,178.6127,179.432,176.9445,61996900
357,1,2023-06-05,180.271,177.2604,182.5611,175.7403,121946500
358,1,2023-06-06,177.6454,176.8952,177.7934,175.1382,64848400
359,1,2023-06-07,176.1351,175.5231,178.8693,175.0296,61944600
360,1,2023-06-08,175.6021,178.2376,178.5041,175.1678,50214900
361,1,2023-06-09,179.1556,178.6226,179.8762,178.2968,48900000
362,1,2023-06-12,178.9286,181.416,181.5147,178.6324,54274900
363,1,2023-06-13,180.4388,180.9422,181.7714,180.0835,54929100
364,1,2023-06-14,181.0014,181.574,182.0083,179.6689,57462900
365,1,2023-06-15,181.5839,183.6074,184.1108,181.4062,65433200
366,1,2023-06-16,184.318,182.5314,184.5747,181.8898,101256200
367,1,2023-06-20,182.028,182.6203,183.6962,182.028,49799100
368,1,2023-06-21,182.5117,181.5838,183.0151,180.2315,49515700
369,1,2023-06-22,181.3667,184.5845,184.6339,181.2976,51245300
370,1,2023-06-23,183.1533,184.2687,185.1373,182.6202,53117000
371,1,2023-06-26,184.4168,182.8769,185.621,182.8374,48088700
372,1,2023-06-27,183.4889,185.6309,185.9566,183.2717,50730800
373,1,2023-06-28,185.5026,186.8055,187.4471,185.1768,51216800
374,1,2023-06-29,186.6377,187.1411,187.6149,186.4995,46347300
375,1,2023-06-30,189.1548,191.4645,191.9679,188.7895,85213200
376,1,2023-07-03,191.277,189.974,191.3757,189.283,31458200
377,1,2023-07-05,189.0955,188.8586,190.4873,188.1578,46920300
378,1,2023-07-06,187.3879,189.3324,189.5397,186.7562,45094300
379,1,2023-07-07,188.9376,188.217,190.1813,187.7827,46815000
380,1,2023-07-10,186.8154,186.1738,187.5359,184.624,59922200
381,1,2023-07-11,186.7167,185.6506,186.8549,184.1897,46638100
382,1,2023-07-12,187.2299,187.3188,189.2239,186.0356,60750200
383,1,2023-07-13,188.0393,188.0788,188.7204,187.3286,41342300
384,1,2023-07-14,187.7728,188.2269,188.7106,187.1806,41616200
385,1,2023-07-17,189.4213,191.4843,191.81,189.3324,50520200
386,1,2023-07-18,190.8525,191.2276,191.8199,189.9346,48288200
387,1,2023-07-19,190.6058,192.5799,195.6695,190.1616,80507300
388,1,2023-07-20,192.5701,190.6354,193.9322,190.0135,59581200
389,1,2023-07-21,191.5929,189.4608,192.4516,188.7599,71951700
390,1,2023-07-24,190.9118,190.2603,192.3924,189.7668,45377800
391,1,2023-07-25,190.8328,191.119,191.9284,190.4281,37283200
392,1,2023-07-26,191.1684,191.9877,193.113,190.823,47471900
393,1,2023-07-27,193.488,190.7242,194.6528,190.0629,47460200
394,1,2023-07-28,192.1555,193.3005,194.0902,191.6323,48291400
395,1,2023-07-31,193.5275,193.9125,193.952,192.7379,38824100
396,1,2023-08-01,193.7052,193.0834,194.1889,192.7576,35175100
397,1,2023-08-02,192.5207,190.0925,192.6589,189.3719,50389300
398,1,2023-08-03,189.0955,188.7007,189.8852,188.2269,61235200
399,1,2023-08-04,183.1237,179.6393,184.9597,179.5702,115956800
400,1,2023-08-07,179.7775,176.5398,180.7645,175.0592,97576100
401,1,2023-08-08,177.369,177.4776,177.9415,175.2863,67823000
402,1,2023-08-09,178.5337,175.8884,178.593,174.7236,60378500
403,1,2023-08-10,177.1617,175.6712,178.4153,175.306,54686900
